id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link;keywords
4980;NTAR;medium_airport;Rurutu Airport;-2,24341E+16;-1,51361E+16;18;OC;PF;PF-U-A;;yes;NTAR;RUR;;;https://en.wikipedia.org/wiki/Rurutu_Airport;
4981;NTAT;medium_airport;Tubuai Airport;-2,33654E+16;-1,49524E+15;7;OC;PF;PF-U-A;;yes;NTAT;TUB;;;https://en.wikipedia.org/wiki/Tubuai_-_Mataura_Airport;
4983;NTGA;medium_airport;Anaa Airport;-173526;-145509995;10;OC;PF;PF-U-A;Anaa;yes;NTGA;AAA;;;https://en.wikipedia.org/wiki/Anaa_Airport;
4984;NTGB;medium_airport;Fangatau Airport;-1581995;-14088729;9;OC;PF;PF-U-A;Fangatau;no;NTGB;FGU;;;;
4985;NTGC;medium_airport;Tikehau Airport;-1,51196E+16;-1,48231E+15;6;OC;PF;PF-U-A;;yes;NTGC;TIH;;;https://en.wikipedia.org/wiki/Tikehau_Airport;
4986;NTGE;medium_airport;Reao Airport;-1846652;-13643855;12;OC;PF;PF-U-A;Reao;no;NTGE;REA;;;;
4987;NTGF;medium_airport;Fakarava Airport;-1,60541E+16;-1,45657E+16;13;OC;PF;PF-U-A;;yes;NTGF;FAV;;;https://en.wikipedia.org/wiki/Fakarava_Airport;
4988;NTGI;medium_airport;Manihi Airport;-1,44368E+16;-1,4607E+16;14;OC;PF;PF-U-A;;yes;NTGI;XMH;;;https://en.wikipedia.org/wiki/Manihi_Airport;
4989;NTGJ;medium_airport;Totegegie Airport;-2,30799E+15;-1,3489E+16;7;OC;PF;PF-U-A;;yes;NTGJ;GMR;;;https://en.wikipedia.org/wiki/Totegegie_Airport;
4990;NTGK;medium_airport;Kaukura Airport;-156633;-146884995;11;OC;PF;PF-U-A;Raitahiti;yes;NTGK;KKR;;;https://en.wikipedia.org/wiki/Kaukura_Airport;
4991;NTGM;medium_airport;Makemo Airport;-165839;-143658005;3;OC;PF;PF-U-A;Makemo;yes;NTGM;MKP;;;https://en.wikipedia.org/wiki/Makemo_Airport;
4992;NTGP;medium_airport;Puka Puka Airport;-1,48095E+16;-1,38813E+16;5;OC;PF;PF-U-A;;no;NTGP;PKP;;;https://en.wikipedia.org/wiki/Puka-Puka_Airport;
4993;NTGT;medium_airport;Takapoto Airport;-1,47095E+16;-1,45246E+16;12;OC;PF;PF-U-A;;yes;NTGT;TKP;;;https://en.wikipedia.org/wiki/Takapoto_Airport;
4994;NTGU;medium_airport;Arutua Airport;-1,52483E+16;-1,46617E+16;9;OC;PF;PF-U-A;;yes;NTGU;AXR;;;https://en.wikipedia.org/wiki/Arutua_Airport;
4995;NTGV;medium_airport;Mataiva Airport;-1,48681E+14;-1,48717E+15;11;OC;PF;PF-U-A;;yes;NTGV;MVT;;;https://en.wikipedia.org/wiki/Mataiva_Airport;
4997;NTHE;medium_airport;Ahe Airport;-1,44281E+16;-1,46257E+15;11;OC;PF;PF-U-A;Ahe Atoll;yes;NTHE;AHE;;http://www.sia.aviation-civile.gouv.fr/aip/enligne/PDF_AIPparSSection/AIP%20PAC-P/AD/2/0703_AD%202.NTHE.pdf;https://en.wikipedia.org/wiki/Ahe_Airport;Tenukupara
5000;NTKR;medium_airport;Takaroa Airport;-1,44558E+15;-1,45025E+16;13;OC;PF;PF-U-A;;yes;NTKR;TKX;;;https://en.wikipedia.org/wiki/Takaroa_Airport;
5001;NTMD;medium_airport;Nuku Hiva Airport;-87956;-140229004;220;OC;PF;PF-U-A;Nuku Hiva;yes;NTMD;NHV;;;https://en.wikipedia.org/wiki/Nuku_Hiva_Airport;
5002;NTMN;medium_airport;Hiva Oa-Atuona Airport;-9,76879E+11;-1,39011E+11;1481;OC;PF;PF-U-A;Hiva Oa Island;yes;NTMN;AUQ;;;https://en.wikipedia.org/wiki/Atuona_Airport;HIX
5003;NTTB;medium_airport;Bora Bora Airport;-1,64444E+16;-1,51751E+16;10;OC;PF;PF-U-A;Motu Mute;yes;NTTB;BOB;;;https://en.wikipedia.org/wiki/Bora_Bora_Airport;
5004;NTTG;medium_airport;Rangiroa Airport;-1,49543E+16;-1,47661E+16;10;OC;PF;PF-U-A;;yes;NTTG;RGI;;;https://en.wikipedia.org/wiki/Rangiroa_Airport;
5005;NTTH;medium_airport;Huahine-Fare Airport;-16687084;-151021593;7;OC;PF;PF-U-A;Fare;yes;NTTH;HUH;;;https://en.wikipedia.org/wiki/Huahine_-_Fare_Airport;
5006;NTTM;medium_airport;Moorea Temae Airport;-1748979;-149761777;9;OC;PF;PF-U-A;Moorea-Maiao;yes;NTTM;MOZ;;;https://en.wikipedia.org/wiki/Moorea_Airport;Temae Airport, Moorea Temae Airport
5007;NTTO;medium_airport;Hao Airport;-180748;-140945999;10;OC;PF;PF-U-A;Otepa;yes;NTTO;HOI;;;https://en.wikipedia.org/wiki/Hao_Airport;
5008;NTTP;medium_airport;Maupiti Airport;-1,64265E+15;-1,52244E+16;15;OC;PF;PF-U-A;;yes;NTTP;MAU;;;https://en.wikipedia.org/wiki/Maupiti_Airport;
5009;NTTR;medium_airport;Raiatea Airport;-167229;-151466003;3;OC;PF;PF-U-A;Uturoa;yes;NTTR;RFP;;;https://en.wikipedia.org/wiki/Raiatea_Airport;
35158;NVSQ;medium_airport;Gaua Island Airport;-1,42181E+16;1,67587E+11;100;OC;VU;VU-TOB;Gaua Island;yes;NVSQ;ZGU;;;https://en.wikipedia.org/wiki/Gaua_Airport;Banks Islands
5010;NVSS;medium_airport;Santo Pekoa International Airport;-1,5505E+16;1,6722E+11;184;OC;VU;VU-SAM;Luganville;yes;NVSS;SON;;http://www.airports.vu/Santo%20Pekoa/Santo%20Pekoa.htm;https://en.wikipedia.org/wiki/Santo-Pekoa_International_Airport;
5011;NVVV;large_airport;Bauerfield International Airport;-17699301;168320007;70;OC;VU;VU-SEE;Port Vila;yes;NVVV;VLI;;;https://en.wikipedia.org/wiki/Bauerfield_International_Airport;Efate Field, Vila Field, McDonald Field, Bauer Field
5012;NVVW;medium_airport;Tanna Airport;-1,94551E+15;1,69224E+15;19;OC;VU;VU-TAE;;yes;NVVW;TAH;;;https://en.wikipedia.org/wiki/White_Grass_Airport;
32439;NWWA;medium_airport;Tiga Airport;-2,10961E+16;1,67804E+15;128;OC;NC;NC-U-A;Tiga;yes;NWWA;TGJ;;;https://en.wikipedia.org/wiki/Tiga_Airport;
30778;NWWC;medium_airport;Île Art - Waala Airport;-19720521;163661077;306;OC;NC;NC-U-A;Waala;yes;NWWC;BMY;;;https://en.wikipedia.org/wiki/%C3%8Ele_Art_-_Waala_Airport;Belep Islands Airport
5013;NWWD;medium_airport;Koné Airport;-21053551;164838768;23;OC;NC;NC-U-A;Koné;yes;NWWD;KNQ;;;https://en.wikipedia.org/wiki/Kon%C3%A9_Airport;
5014;NWWE;medium_airport;Île des Pins Airport;-2,25889E+16;1,67456E+16;315;OC;NC;NC-U-A;Île des Pins;yes;NWWE;ILP;;;https://en.wikipedia.org/wiki/%C3%8Ele_des_Pins_Airport;
5015;NWWK;medium_airport;Koumac Airport;-20546323;164255648;42;OC;NC;NC-U-A;Koumac;yes;NWWK;KOC;;;https://en.wikipedia.org/wiki/Koumac_Airport;
5016;NWWL;medium_airport;Lifou Airport;-2,07748E+16;1,6724E+16;92;OC;NC;NC-U-A;Lifou;yes;NWWL;LIF;;;https://en.wikipedia.org/wiki/Lifou_Airport;
5017;NWWM;large_airport;Nouméa Magenta Airport;-22258301;166473007;10;OC;NC;NC-U-A;Nouméa;yes;NWWM;GEA;;;https://en.wikipedia.org/wiki/Noum%C3%A9a_Magenta_Airport;l'Aéroport de Nouméa Magenta
5018;NWWR;medium_airport;Maré Airport;-2,14817E+16;1,68038E+16;141;OC;NC;NC-U-A;Maré;yes;NWWR;MEE;;;https://en.wikipedia.org/wiki/Mar%C3%A9_Airport;
5019;NWWU;medium_airport;Touho Airport;-20790127;165259524;10;OC;NC;NC-U-A;Touho;yes;NWWU;TOU;;;https://en.wikipedia.org/wiki/Touho_Airport;
5020;NWWV;medium_airport;Ouvéa Airport;-2,06406E+16;1,66573E+14;23;OC;NC;NC-U-A;Ouvéa;yes;NWWV;UVE;;;https://en.wikipedia.org/wiki/Ouv%C3%A9a_Airport;
5021;NWWW;medium_airport;La Tontouta International Airport;-22014601;166212997;52;OC;NC;NC-U-A;Nouméa (La Tontouta);yes;NWWW;NOU;;http://www.cci-nc.com/tontouta/index.php;https://en.wikipedia.org/wiki/La_Tontouta_International_Airport;Aéroport de Nouméa - La Tontouta
5023;NZAA;large_airport;Auckland International Airport;-3701199;174786331;23;OC;NZ;NZ-AUK;Auckland;yes;NZAA;AKL;;http://www.auckland-airport.co.nz/;https://en.wikipedia.org/wiki/Auckland_International_Airport;
5024;NZAP;medium_airport;Taupo Airport;-3,87397E+15;1,76084E+16;1335;OC;NZ;NZ-WKO;Taupo;yes;NZAP;TUO;;;https://en.wikipedia.org/wiki/Taupo_Airport;
5025;NZAR;medium_airport;Ardmore Airport;-3,70297E+16;1,74973E+16;111;OC;NZ;NZ-AUK;Manurewa;no;NZAR;AMZ;;http://www.nzar.co.nz/;https://en.wikipedia.org/wiki/Ardmore_Airport;
5026;NZCH;large_airport;Christchurch International Airport;-4,34894E+15;1,72532E+16;123;OC;NZ;NZ-CAN;Christchurch;yes;NZCH;CHC;;http://www.christchurchairport.co.nz/;https://en.wikipedia.org/wiki/Christchurch_International_Airport;
5027;NZCI;medium_airport;Chatham Islands / Tuuta Airport;-4381189;-17646514;43;OC;NZ;NZ-WGN;Te One;yes;NZCI;CHT;;;https://en.wikipedia.org/wiki/Chatham_Islands_/_Tuuta_Airport;Karewa
5028;NZDN;medium_airport;Dunedin International Airport;-45928101;170197998;4;OC;NZ;NZ-OTA;Dunedin;yes;NZDN;DUD;;http://www.dnairport.co.nz/;https://en.wikipedia.org/wiki/Dunedin_International_Airport;
5030;NZGS;medium_airport;Gisborne Airport;-3,86633E+16;1,77978E+16;15;OC;NZ;NZ-GIS;Gisborne;yes;NZGS;GIS;;;https://en.wikipedia.org/wiki/Gisborne_Airport;
5031;NZGT;medium_airport;Glentanner Airport;-4,39067E+16;1,70128E+15;1824;OC;NZ;NZ-CAN;Glentanner Station;no;NZGT;GTN;;;https://en.wikipedia.org/wiki/Glentanner_Aerodrome;Lake Pukaki
5032;NZHK;medium_airport;Hokitika Airfield;-4,27136E+16;1,70985E+16;146;OC;NZ;NZ-WTC;;yes;NZHK;HKK;;;https://en.wikipedia.org/wiki/Hokitika_Airport;
5033;NZHN;medium_airport;Hamilton International Airport;-3,78667E+11;1,75332E+11;172;OC;NZ;NZ-WKO;Hamilton;yes;NZHN;HLZ;;http://www.hamiltonairport.co.nz/;https://en.wikipedia.org/wiki/Hamilton_International_Airport;
5036;NZKK;medium_airport;Kerikeri Airport;-35259148;173913317;492;OC;NZ;NZ-NTL;Kerikeri;yes;NZKK;KKE;;http://www.kerikeri-airport.co.nz/;https://en.wikipedia.org/wiki/Kerikeri_Airport;Bay of Islands Airport
5037;NZKT;medium_airport;Kaitaia Airport;-35069837;173287053;270;OC;NZ;NZ-NTL;Awanui;yes;NZKT;KAT;;;https://en.wikipedia.org/wiki/Kaitaia_Airport;
5038;NZLX;medium_airport;Alexandra Aerodrome;-45210495;169371113;752;OC;NZ;NZ-OTA;Alexandra;no;NZLX;ALR;;;https://en.wikipedia.org/wiki/Alexandra_Aerodrome;
5039;NZMC;medium_airport;Mount Cook Airport;-4,3765E+15;1,70133E+16;2153;OC;NZ;NZ-CAN;;no;NZMC;MON;;;;
5040;NZMO;medium_airport;Manapouri Airport;-4,55331E+15;1,6765E+16;687;OC;NZ;NZ-STL;;no;NZMO;TEU;;;;
5041;NZMS;medium_airport;Hood Airport;-40974634;17563454;364;OC;NZ;NZ-WGN;Masterton;no;NZMS;MRO;;http://www.svas.org.nz/pages/hood_aerodrome_location.htm;https://en.wikipedia.org/wiki/Hood_Aerodrome;
5042;NZNP;medium_airport;New Plymouth Airport;-3,90086E+15;1,74179E+15;97;OC;NZ;NZ-TKI;New Plymouth;yes;NZNP;NPL;;;https://en.wikipedia.org/wiki/New_Plymouth_Airport;
5043;NZNR;medium_airport;Hawke's Bay Airport;-39465801;176869995;6;OC;NZ;NZ-HKB;Napier;yes;NZNR;NPE;;http://www.hawkesbay-airport.co.nz/;https://en.wikipedia.org/wiki/Napier_Airport;
5044;NZNS;medium_airport;Nelson Airport;-41298302;173220993;17;OC;NZ;NZ-NSN;Nelson;yes;NZNS;NSN;;http://www.nelsonairport.co.nz/;https://en.wikipedia.org/wiki/Nelson_Airport_(New_Zealand);
5045;NZNV;medium_airport;Invercargill Airport;-4,64124E+15;1,68313E+16;5;OC;NZ;NZ-STL;Invercargill;yes;NZNV;IVC;;http://www.invercargillairport.co.nz/index.htm;https://en.wikipedia.org/wiki/Invercargill_Airport;
5046;NZOH;medium_airport;RNZAF Base Ohakea;-4,0206E+15;1,75388E+16;164;OC;NZ;NZ-MWT;;no;NZOH;OHA;;http://www.airforce.mil.nz/about/hqbases/boh.htm;https://en.wikipedia.org/wiki/RNZAF_Base_Ohakea;
5047;NZOU;medium_airport;Oamaru Airport;-4,497E+16;1,71082E+16;99;OC;NZ;NZ-OTA;;yes;NZOU;OAM;;;https://en.wikipedia.org/wiki/Oamaru_Aerodrome;
5049;NZPM;medium_airport;Palmerston North Airport;-4,03206E+15;1,75617E+16;151;OC;NZ;NZ-MWT;;yes;NZPM;PMR;;http://www.pnairport.co.nz/index.php;https://en.wikipedia.org/wiki/Palmerston_North_International_Airport;
5050;NZPP;medium_airport;Paraparaumu Airport;-4,09047E+16;1,74989E+16;22;OC;NZ;NZ-WGN;;no;NZPP;PPQ;;;https://en.wikipedia.org/wiki/Paraparaumu_Airport;
5051;NZQN;medium_airport;Queenstown International Airport;-45021099;168738998;1171;OC;NZ;NZ-OTA;Queenstown;yes;NZQN;ZQN;;;https://en.wikipedia.org/wiki/Queenstown_International_Airport;
5052;NZRO;medium_airport;Rotorua Regional Airport;-3,81092E+15;1,76317E+16;935;OC;NZ;NZ-BOP;Rotorua;yes;NZRO;ROT;;;https://en.wikipedia.org/wiki/Rotorua_Regional_Airport;
5054;NZSP;medium_airport;South Pole Station Airport;-90;0;9300;AN;AQ;AQ-U-A;Amundsen-Scott South Pole Station;no;NZSP;;;;https://en.wikipedia.org/wiki/Amundsen-Scott_South_Pole_Station;
5055;NZTG;medium_airport;Tauranga Airport;-3,76719E+15;1,76196E+15;13;OC;NZ;NZ-BOP;Tauranga;yes;NZTG;TRG;;;https://en.wikipedia.org/wiki/Tauranga_Airport;
5056;NZTU;medium_airport;Timaru Airport;-4,43028E+16;1,71225E+16;89;OC;NZ;NZ-CAN;;yes;NZTU;TIU;;;https://en.wikipedia.org/wiki/Richard_Pearse_Airport;
5057;NZUK;medium_airport;Pukaki Airport;-4,4235E+11;1,70118E+11;1575;OC;NZ;NZ-CAN;Twitzel;no;NZUK;TWZ;;;https://en.wikipedia.org/wiki/Pukaki_Airport;
5058;NZWB;medium_airport;Woodbourne Airport;-4,15183E+14;1,7387E+15;109;OC;NZ;NZ-MBH;Blenheim;yes;NZWB;BHE;;;https://en.wikipedia.org/wiki/Woodbourne_Airport;
5059;NZWD;medium_airport;Williams Field;-7,78674E+15;1,67057E+15;68;AN;AQ;AQ-U-A;McMurdo Station;no;NZWD;;;;https://en.wikipedia.org/wiki/Williams_Field;Willies Field
5060;NZWF;medium_airport;Wanaka Airport;-44722954;169248419;1142;OC;NZ;NZ-OTA;Wanaka;yes;NZWF;WKA;;;https://en.wikipedia.org/wiki/Wanaka_Airport;Luggate Airport
5062;NZWK;medium_airport;Whakatane Airport;-3,79206E+15;1,76914E+16;20;OC;NZ;NZ-BOP;;yes;NZWK;WHK;;;https://en.wikipedia.org/wiki/Whakatane_Airport;
5063;NZWN;large_airport;Wellington International Airport;-4,13272E+11;1,74805E+11;41;OC;NZ;NZ-WGN;Wellington;yes;NZWN;WLG;;http://www.wellingtonairport.co.nz/;https://en.wikipedia.org/wiki/Wellington_International_Airport;
5064;NZWO;medium_airport;Wairoa Airport;-3,90069E+16;1,77407E+16;42;OC;NZ;NZ-HKB;Wairoa;no;NZWO;WIR;;;;
5065;NZWP;medium_airport;RNZAF Base Auckland-Whenuapai;-3,67878E+15;1,7463E+15;100;OC;NZ;NZ-AUK;;no;NZWP;;;http://www.airforce.mil.nz/about-us/hq-and-bases/auckland.htm;https://en.wikipedia.org/wiki/RNZAF_Base_Auckland;
5066;NZWR;medium_airport;Whangarei Airport;-35769253;174363713;133;OC;NZ;NZ-NTL;Whangarei;yes;NZWR;WRE;;;https://en.wikipedia.org/wiki/Whangarei_Airport;
5067;NZWS;medium_airport;Westport Airport;-41737111;171579033;13;OC;NZ;NZ-WTC;Westport;yes;NZWS;WSZ;;;https://en.wikipedia.org/wiki/Westport_Airport_(New_Zealand);
5068;NZWU;medium_airport;Wanganui Airport;-3,99622E+15;1,75025E+16;27;OC;NZ;NZ-MWT;Wanganui;yes;NZWU;WAG;;;https://en.wikipedia.org/wiki/Wanganui_Airport;
5069;OAHR;medium_airport;Herat - Khwaja Abdullah Ansari International Airport;34209999;62228298;3206;AS;AF;AF-HER;Guzara;yes;OAHR;HEA;;;https://en.wikipedia.org/wiki/Herat_International_Airport;
5070;OAIX;medium_airport;Bagram Airfield;34946098;69264999;4895;AS;AF;AF-PAR;Bagram;no;OAIX;OAI;;;https://en.wikipedia.org/wiki/Bagram_Airfield;Bagram Air Base
5071;OAJL;medium_airport;Jalalabad Airport;34399799;70498596;1814;AS;AF;AF-NAN;Jalalabad;no;OAJL;JAA;;;https://en.wikipedia.org/wiki/Jalalabad_Airport;
5072;OAKB;medium_airport;Kabul International Airport;34565899;69212303;5877;AS;AF;AF-KAB;Kabul;yes;OAKB;KBL;;;https://en.wikipedia.org/wiki/Kabul_International_Airport;Hamid Karzai International Airport, Khwaja Rawash Airport
5073;OAKN;medium_airport;Ahmad Shah Baba International Airport / Kandahar Airfield;315058;65847801;3337;AS;AF;AF-KAN;Khvoshab;yes;OAKN;KDH;;;https://en.wikipedia.org/wiki/Kandahar_International_Airport;Kandahar International Airport
5074;OAMN;medium_airport;Maymana Zahiraddin Faryabi Airport;35930801;64760902;2743;AS;AF;AF-FYB;Maymana;no;OAMN;MMZ;;;https://en.wikipedia.org/wiki/Maymana_Airport;Maimana
5075;OAMS;medium_airport;Mazar-i-Sharif International Airport;36706902;67209702;1284;AS;AF;AF-BAL;Mazar-i-Sharif;yes;OAMS;MZR;;;https://en.wikipedia.org/wiki/Mazar-i-Sharif_International_Airport;Mazari Sharif
5078;OAUZ;medium_airport;Kunduz Airport;366651;68910797;1457;AS;AF;AF-KDZ;Kunduz;no;OAUZ;UND;;;https://en.wikipedia.org/wiki/Kunduz_Airport;Konduz
5079;OBBI;large_airport;Bahrain International Airport;26267295;5063764;6;AS;BH;BH-15;Manama;yes;OBBI;BAH;;http://www.bahrainairport.com/;https://en.wikipedia.org/wiki/Bahrain_International_Airport;???? ??????? ??????
5080;OBBS;medium_airport;Sheik Isa Air Base;2,59184E+16;5,05906E+16;136;AS;BH;BH-14;Sitrah;no;OBBS;;;;https://en.wikipedia.org/wiki/Shaikh_Isa_Air_Base;Shakey's Pizza, Shaikh-Isa Air Base
5082;OEAB;medium_airport;Abha International Airport;182404;42656601;6858;AS;SA;SA-14;Abha;yes;OEAB;AHB;;;https://en.wikipedia.org/wiki/Abha_International_Airport;Abha Regional Airport
5083;OEAH;medium_airport;Al-Ahsa International Airport;25285299;49485199;588;AS;SA;SA-04;Hofuf;yes;OEAH;HOF;;;https://en.wikipedia.org/wiki/Al-Ahsa_Domestic_Airport;
5084;OEBA;medium_airport;King Saud Bin Abdulaziz (Al Baha) Airport;20298506;41636153;5486;AS;SA;SA-11;Al Aqiq;yes;OEBA;ABT;;;https://en.wikipedia.org/wiki/Al-Baha_Domestic_Airport;Al-Aqiq
5085;OEBH;medium_airport;Bisha Airport;1,99844E+16;4,26209E+15;3887;AS;SA;SA-14;;yes;OEBH;BHH;;;https://en.wikipedia.org/wiki/Bisha_Domestic_Airport;
5087;OEDF;large_airport;King Fahd International Airport;2,64712E+16;4,97979E+15;72;AS;SA;SA-04;Ad Dammam;yes;OEDF;DMM;;;https://en.wikipedia.org/wiki/King_Fahd_International_Airport;
5088;OEDM;medium_airport;King Salman Abdulaziz Airport;244499;44121201;3026;AS;SA;SA-01;Dawadmi;yes;OEDM;DWD;;;;Al Dawadmi Airport
5089;OEDR;large_airport;King Abdulaziz Air Base;262654;50152;84;AS;SA;SA-04;Dhahran;no;OEDR;DHA;;;https://en.wikipedia.org/wiki/King_Abdulaziz_Air_Base;Dhahran international Airport, Dhahran Air Base, Dhahran Airport, Dhahran Airfield
5090;OEGN;medium_airport;Jizan Regional Airport / King Abdullah bin Abdulaziz Airport;169011;425858;20;AS;SA;SA-09;Jizan;yes;OEGN;GIZ;;;https://en.wikipedia.org/wiki/Jizan_Regional_Airport;Gizan
5091;OEGS;medium_airport;Gassim Airport;2,63028E+16;4,37744E+15;2126;AS;SA;SA-05;;yes;OEGS;ELQ;;;https://en.wikipedia.org/wiki/Gassim_Regional_Airport;
5092;OEGT;medium_airport;Gurayat Domestic Airport;31412413;37278898;1672;AS;SA;SA-08;Gurayat;yes;OEGT;URY;;;https://en.wikipedia.org/wiki/Gurayat_Domestic_Airport;Guriat Airport
5093;OEHL;medium_airport;Ha'il Airport;27437901;41686298;3331;AS;SA;SA-06;Ha'il;yes;OEHL;HAS;;;https://en.wikipedia.org/wiki/Ha'il_Regional_Airport;Hail Airport
5095;OEJB;medium_airport;Jubail Airport;2,7039E+16;4,94051E+15;26;AS;SA;SA-04;Jubail;no;OEJB;QJB;;;;OEJL
5096;OEJF;medium_airport;King Faisal Naval Base;2,13481E+16;3,9173E+15;7;AS;SA;SA-02;Jeddah;no;OEJF;;;;;
5097;OEJN;large_airport;King Abdulaziz International Airport;216796;39156502;48;AS;SA;SA-02;Jeddah;yes;OEJN;JED;;http://www.jed-airport.com/;https://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport;Mecca, Hajj
5098;OEKK;medium_airport;King Khaled Military City Airport;279009;45528198;1352;AS;SA;SA-04;King Khaled Military City;yes;OEKK;KMC;;;https://en.wikipedia.org/wiki/King_Khaled_Military_City_Airport;
5099;OEKM;medium_airport;King Khalid Air Base;182973;42803501;6778;AS;SA;SA-14;Khamis Mushait;no;OEKM;KMX;;;;
5101;OEMA;large_airport;Prince Mohammad Bin Abdulaziz Airport;245534;39705101;2151;AS;SA;SA-03;Medina;yes;OEMA;MED;;http://www.tibahairports.com/en-EN/Pages/Main.aspx;https://en.wikipedia.org/wiki/Prince_Mohammad_Bin_Abdulaziz_Airport;Medinah
5102;OENG;medium_airport;Najran Domestic Airport;17611401;44419201;3982;AS;SA;SA-10;Najran;yes;OENG;EAM;;;https://en.wikipedia.org/wiki/Najran_Domestic_Airport;
332512;OENN;medium_airport;Neom Bay Airport;27927598;3528874;29;AS;SA;SA-07;Sharma;yes;OENN;NUM;;;https://en.wikipedia.org/wiki/Neom_Airport;Neom Bay, Sharma
5103;OEPA;medium_airport;Al Qaisumah/Hafr Al Batin Airport;28335199;46125099;1174;AS;SA;SA-04;Qaisumah;yes;OEPA;AQI;;;https://en.wikipedia.org/wiki/Al_Qaisumah/Hafr_Al_Batin_Airport;Qaisumah Domestic Airport
5109;OEPS;medium_airport;Prince Sultan Air Base;2,40627E+16;4,75805E+16;1651;AS;SA;SA-01;;no;OEPS;AKH;;;;OEKH
5111;OERF;medium_airport;Rafha Domestic Airport;2,96264E+16;4,34906E+14;1474;AS;SA;SA-08;Rafha;yes;OERF;RAH;;;https://en.wikipedia.org/wiki/Rafha_Domestic_Airport;
5112;OERK;large_airport;King Khaled International Airport;2,49576E+16;4,66988E+15;2049;AS;SA;SA-01;Riyadh;yes;OERK;RUH;;;https://en.wikipedia.org/wiki/King_Khalid_International_Airport;Riyad
5113;OERM;medium_airport;Ras Mishab Airport;28079599;48611;13;AS;SA;SA-04;Al Mishab;no;OERM;;;;;
5114;OERR;medium_airport;Arar Domestic Airport;3,09066E+16;4,11382E+15;1813;AS;SA;SA-08;Arar;yes;OERR;RAE;;;https://en.wikipedia.org/wiki/Arar_Domestic_Airport;
5115;OERT;medium_airport;Ras Tanura Airport;26723101;500308;6;AS;SA;SA-04;Ras Tanura;no;OERT;;;;;
5116;OERY;medium_airport;Riyadh Air Base;2,47098E+16;4,67252E+15;2082;AS;SA;SA-01;Riyadh;no;OERY;XXN;;;https://en.wikipedia.org/wiki/Riyadh_Air_Base;Riyad
5118;OESH;medium_airport;Sharurah Domestic Airport;174669;47121399;2363;AS;SA;SA-10;Sharurah;yes;OESH;SHW;;;https://en.wikipedia.org/wiki/Sharurah_Domestic_Airport;
5119;OESK;medium_airport;Al-Jawf Domestic Airport;2,97851E+15;4,01E+16;2261;AS;SA;SA-12;Al-Jawf;yes;OESK;AJF;;;https://en.wikipedia.org/wiki/Al-Jawf_Domestic_Airport;Al Jouf Airport
5121;OETB;medium_airport;Tabuk Airport;283654;366189;2551;AS;SA;SA-07;Tabuk;yes;OETB;TUU;;;https://en.wikipedia.org/wiki/Tabuk_Regional_Airport;
5122;OETF;medium_airport;Ta’if Regional Airport;21483001;40543442;4848;AS;SA;SA-02;Ta’if;yes;OETF;TIF;;;https://en.wikipedia.org/wiki/Ta%E2%80%99if_Regional_Airport;Taif Airport
5124;OETN;medium_airport;Ras Tanajib Airport;278678;487691;30;AS;SA;SA-04;As Saffaniyah;no;OETN;;;;;
5125;OETR;medium_airport;Turaif Domestic Airport;31692188;38731544;2803;AS;SA;SA-08;Turaif;yes;OETR;TUI;;;https://en.wikipedia.org/wiki/Turaif_Domestic_Airport;
5127;OEWD;medium_airport;Wadi Al Dawasir Domestic Airport;20504299;451996;2062;AS;SA;SA-01;Wadi Al Dawasir;yes;OEWD;WAE;;;https://en.wikipedia.org/wiki/Wadi_al-Dawasir_Domestic_Airport;
5128;OEWJ;medium_airport;Al Wajh Domestic Airport;26198601;36476398;66;AS;SA;SA-07;Al Wajh;yes;OEWJ;EJH;;;https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport;Wedjh, Wejh
5129;OEYN;medium_airport;Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport;24144199;380634;26;AS;SA;SA-03;Yanbu;yes;OEYN;YNB;;https://gaca.gov.sa/web/en-gb/airport/prince-abdulmohsin-bin-abdulaziz-airport;https://en.wikipedia.org/wiki/Yanbu_Airport;Yenbo
5130;OIAA;medium_airport;Abadan Airport;30367887;48230075;10;AS;IR;IR-06;Abadan;yes;OIAA;ABD;;;https://en.wikipedia.org/wiki/Abadan_Airport;
5131;OIAD;medium_airport;Dezful Airport;32434399;48397598;474;AS;IR;IR-06;Dezful;yes;OIAD;DEF;;;https://en.wikipedia.org/wiki/Dezful_Airport;Vahdati Air Base
5132;OIAG;medium_airport;Aghajari Airport;307444;496772;88;AS;IR;IR-06;Aghajari;no;OIAG;AKW;;;https://en.wikipedia.org/wiki/Aghajari_Airport;
5133;OIAH;medium_airport;Gachsaran Airport;30333869;50833796;2414;AS;IR;IR-17;Gachsaran;yes;OIAH;GCH;;;https://en.wikipedia.org/wiki/Gachsaran_Airport;
5134;OIAI;medium_airport;Shahid Asiyaee Airport;32001719;49268599;1206;AS;IR;IR-06;Masjed Soleyman;no;OIAI;QMJ;;;;Shahid Asyaee
