id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link;keywords
3022;FXMM;medium_airport;Moshoeshoe I International Airport;-2,94623E+16;2,75525E+16;5348;AF;LS;LS-A;Maseru;yes;FXMM;MSU;;;https://en.wikipedia.org/wiki/Moshoeshoe_I_International_Airport;
3024;FYAR;medium_airport;Arandis Airport;-22461875;14979322;1905;AF;NA;NA-ER;Arandis;no;FYAR;ADI;;;;
3026;FYGF;medium_airport;Grootfontein Airport;-1,96022E+15;1,81227E+16;4636;AF;NA;NA-OD;Grootfontein;no;FYGF;GFY;;;;
3028;FYKT;medium_airport;Keetmanshoop Airport;-2,65398E+14;1,81114E+16;3506;AF;NA;NA-KA;Keetmanshoop;no;FYKT;KMP;;;;
3029;FYLZ;medium_airport;Luderitz Airport;-2,66874E+16;1,52429E+16;457;AF;NA;NA-KA;Luderitz;yes;FYLZ;LUD;;;https://en.wikipedia.org/wiki/L%C3%BCderitz_Airport;
3030;FYML;medium_airport;Mariental Airport;-2,46054E+15;1,79254E+16;3650;AF;NA;NA-HA;Mariental;no;FYML;;;;;
3031;FYOA;medium_airport;Ondangwa Airport;-17878201;159526;3599;AF;NA;NA-ON;Ondangwa;yes;FYOA;OND;;;https://en.wikipedia.org/wiki/Ondangwa_Airport;
3032;FYOG;medium_airport;Oranjemund Airport;-285847;16446699;14;AF;NA;NA-KA;Oranjemund;yes;FYOG;OMD;;;https://en.wikipedia.org/wiki/Oranjemund_Airport;
3035;FYRU;medium_airport;Rundu Airport;-1,79565E+13;1,97194E+13;3627;AF;NA;NA-KE;Rundu;yes;FYRU;NDU;;;http://ourairports.com/airports/FYRU/#lat=-17.956499099731445,lon=19.71940040588379,zoom=13,type=Satellite,airport=FYRU;
3036;FYTM;medium_airport;Tsumeb Airport;-1,92619E+12;1,77325E+13;4353;AF;NA;NA-OT;Tsumeb;no;FYTM;TSB;;;https://en.wikipedia.org/wiki/Tsumeb_Airport;
3037;FYWB;medium_airport;Walvis Bay Airport;-229799;146453;299;AF;NA;NA-ER;Walvis Bay;yes;FYWB;WVB;;;https://en.wikipedia.org/wiki/Walvis_Bay_Airport;
3038;FYWE;medium_airport;Eros Airport;-2,26122E+16;1,70804E+16;5575;AF;NA;NA-KH;Windhoek;yes;FYWE;ERS;;;https://en.wikipedia.org/wiki/Eros_Airport;
3039;FYWH;large_airport;Hosea Kutako International Airport;-224799;174709;5640;AF;NA;NA-KH;Windhoek;yes;FYWH;WDH;;http://airports.com.na/;https://en.wikipedia.org/wiki/Windhoek_Hosea_Kutako_International_Airport;J.G. Strijdom Airport
3040;FZAA;large_airport;Ndjili International Airport;-438575;154446;1027;AF;CD;CD-KN;Kinshasa;yes;FZAA;FIH;;;https://en.wikipedia.org/wiki/N%27djili_Airport;
3041;FZAB;medium_airport;Ndolo Airport;-4,32666E+11;1,53275E+13;915;AF;CD;CD-KN;N'dolo;no;FZAB;NLO;;;https://en.wikipedia.org/wiki/N%27Dolo_Airport;N'Dolo Airport
3044;FZBO;medium_airport;Bandundu Airport;-331132;17381701;1063;AF;CD;CD-KU;Bandundu;yes;FZBO;FDU;;;https://en.wikipedia.org/wiki/Bandundu_Airport;
3045;FZCA;medium_airport;Kikwit Airport;-503577;18785601;1572;AF;CD;CD-KU;Kikwit;yes;FZCA;KKW;;;https://en.wikipedia.org/wiki/Kikwit_Airport;
3046;FZEA;medium_airport;Mbandaka Airport;2,26E+11;1,82887E+11;1040;AF;CD;CD-EQ;Mbandaka;yes;FZEA;MDK;;;https://en.wikipedia.org/wiki/Mbandaka_Airport;
3047;FZFD;medium_airport;Gbadolite Airport;4252745;20975271;1509;AF;CD;CD-NU;Gbadolite;yes;FZFD;BDT;;;https://en.wikipedia.org/wiki/Gbadolite_Airport;Moanda
3048;FZFK;medium_airport;Gemena Airport;323537;19771299;1378;AF;CD;CD-SU;Gemena;yes;FZFK;GMA;;;https://en.wikipedia.org/wiki/Gemena_Airport;
3050;FZGA;medium_airport;Lisala Airport;217066;21496901;1509;AF;CD;CD-MO;Lisala;no;FZGA;LIQ;;;https://en.wikipedia.org/wiki/Lisala_Airport;
3052;FZIC;medium_airport;Bangoka International Airport;4,81639E+11;2,5338E+11;1417;AF;CD;CD-TS;Kisangani;yes;FZIC;FKI;;;https://en.wikipedia.org/wiki/Bangoka_International_Airport;
3053;FZJH;medium_airport;Matari Airport;282761;27588301;2438;AF;CD;CD-HU;Isiro;yes;FZJH;IRP;;;https://en.wikipedia.org/wiki/Matari_Airport;
3054;FZKA;medium_airport;Bunia Airport;1565743;30220685;4045;AF;CD;CD-IT;Bunia;yes;FZKA;BUX;;;https://en.wikipedia.org/wiki/Bunia_Airport;
3055;FZKJ;medium_airport;Buta Zega Airport;2818058;24793997;1378;AF;CD;CD-BU;Buta;no;FZKJ;BZU;;;;
3056;FZMA;medium_airport;Bukavu Kavumu Airport;-230898;288088;5643;AF;CD;CD-SK;Kamakombe;no;FZMA;BKY;;;;
3057;FZNA;medium_airport;Goma International Airport;-166617;29237929;5089;AF;CD;CD-NK;Goma;yes;FZNA;GOM;;;https://en.wikipedia.org/wiki/Goma_International_Airport;
3058;FZOA;medium_airport;Kindu Airport;-2,91918E+11;2,59154E+16;1630;AF;CD;CD-MA;Kindu;yes;FZOA;KND;;;https://en.wikipedia.org/wiki/Kindu_Airport;
3059;FZQA;medium_airport;Lubumbashi International Airport;-1,15913E+11;2,75309E+11;4295;AF;CD;CD-HK;Lubumbashi;yes;FZQA;FBM;;;https://en.wikipedia.org/wiki/Lubumbashi_International_Airport;
3060;FZQM;medium_airport;Kolwezi Airport;-107659;25505699;5007;AF;CD;CD-LU;Kolwezi;yes;FZQM;KWZ;;;https://en.wikipedia.org/wiki/Kolwezi_Airport;
3061;FZRF;medium_airport;Kalemie Airport;-587556;2925;2569;AF;CD;CD-TA;Kalemie;yes;FZRF;FMI;;;https://en.wikipedia.org/wiki/Kalemie_Airport;
3062;FZSA;medium_airport;Kamina Air Base;-864202;25252899;3543;AF;CD;CD-HL;Lumwe;no;FZSA;;;;https://en.wikipedia.org/wiki/Kamina_Air_Base;
3063;FZUA;medium_airport;Kananga Airport;-590005;224692;2139;AF;CD;CD-KC;Kananga;yes;FZUA;KGA;;;https://en.wikipedia.org/wiki/Kananga_Airport;
3064;FZWA;medium_airport;Mbuji Mayi Airport;-6,12124E+15;2,3569E+16;2221;AF;CD;CD-KE;Mbuji Mayi;yes;FZWA;MJM;;;https://en.wikipedia.org/wiki/Mbuji_Mayi_Airport;
3066;GABS;large_airport;Modibo Keita International Airport;125335;-794994;1247;AF;ML;ML-2;Bamako;yes;GABS;BKO;;;https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport;Senou Airport
3067;GAGO;medium_airport;Gao Airport;162484;-5456;870;AF;ML;ML-7;;yes;GAGO;GAQ;;;https://en.wikipedia.org/wiki/Gao_International_Airport;
3068;GAKY;medium_airport;Kayes Dag Dag Airport;144812;-114044;164;AF;ML;ML-1;;yes;GAKD;KYS;;;https://en.wikipedia.org/wiki/Kayes_Airport;
3069;GAMB;medium_airport;Mopti Ambodédjo International Airport;145128;-407956;906;AF;ML;ML-5;Sévaré;yes;GAMB;MZI;;;https://en.wikipedia.org/wiki/Mopti_Airport;Ambodedjo Airport
3071;GATB;medium_airport;Timbuktu Airport;16730499;-300758;863;AF;ML;ML-7;Timbuktu;yes;GATB;TOM;;;https://en.wikipedia.org/wiki/Timbuktu_Airport;Timbuctoo Airport, Tombouctou Airport, Tumbutu Airport, Tombouktou Airport
3076;GBYD;large_airport;Banjul International Airport;13338;-16652201;95;AF;GM;GM-W;Banjul;yes;GBYD;BJL;;;https://en.wikipedia.org/wiki/Banjul_International_Airport;Yundum international Airport
3077;GCFV;large_airport;Fuerteventura Airport;284527;-138638;85;AF;ES;ES-CN;El Matorral;yes;GCFV;FUE;;https://www.aena.es/en/fuerteventura.html;https://en.wikipedia.org/wiki/Fuerteventura_Airport;
3079;GCHI;medium_airport;El Hierro Airport;278148;-178871;103;AF;ES;ES-CN;El Hierro Island;yes;GCHI;VDE;;https://www.aena.es/en/el-hierro.html;https://en.wikipedia.org/wiki/El_Hierro_Airport;Hierro,El Hierro
3080;GCLA;medium_airport;La Palma Airport;28626499;-177556;107;AF;ES;ES-CN;Sta Cruz de la Palma, La Palma Island;yes;GCLA;SPC;;https://www.aena.es/en/la-palma.html;https://en.wikipedia.org/wiki/La_Palma_Airport;
3081;GCLP;large_airport;Gran Canaria Airport;279319;-153866;78;AF;ES;ES-CN;Gran Canaria Island;yes;GCLP;LPA;;https://www.aena.es/en/gran-canaria.html;https://en.wikipedia.org/wiki/Gran_Canaria_Airport;Canary Islands, Las Palmas Airport, Gando Airport
3082;GCRR;large_airport;César Manrique-Lanzarote Airport;28945499;-136052;46;AF;ES;ES-CN;San Bartolomé;yes;GCRR;ACE;;https://www.aena.es/en/cesar-manrique-lanzarote.html;https://en.wikipedia.org/wiki/Lanzarote_Airport;Arrecife Airport
3083;GCTS;large_airport;Tenerife Sur Airport;280445;-165725;209;AF;ES;ES-CN;Tenerife;yes;GCTS;TFS;;https://www.aena.es/en/tenerife-sur.html;https://en.wikipedia.org/wiki/Tenerife%E2%80%93South_Airport;Canary Islands, Reina Sofía, TCI, Tenerife South
3084;GCXO;medium_airport;Tenerife Norte-Ciudad de La Laguna Airport;284827;-16341499;2076;AF;ES;ES-CN;Tenerife;yes;GCXO;TFN;;https://www.aena.es/en/tenerife-norte-ciudad-de-la-laguna.html;https://en.wikipedia.org/wiki/Los_Rodeos_Airport;Canary Islands, Los Rodeos, TCI
44554;GE-0007;medium_airport;Ozurgeti Air Base;419291;41863499;;AS;GE;GE-GU;Ozurgeti;no;;;;;;Meria Airport
44938;GE-0010;medium_airport;Senaki Air Base;4,22403E+11;4,20455E+11;;AS;GE;GE-SZ;Senaki;no;;;;;;
3093;GEML;medium_airport;Melilla Airport;352798;-295626;156;AF;ES;ES-ML;Melilla;yes;GEML;MLN;;https://www.aena.es/en/melilla.html;https://en.wikipedia.org/wiki/Melilla_Airport;
31728;GFBO;medium_airport;Bo Airport;79444;-11761;328;AF;SL;SL-S;Bo;yes;GFBO;KBS;;;https://en.wikipedia.org/wiki/Bo_Airport;
31741;GFKE;medium_airport;Kenema Airport;7896364;-11174126;485;AF;SL;SL-E;Kenema;yes;GFKE;KEN;;;https://en.wikipedia.org/wiki/Kenema_Airport;
3095;GFLL;large_airport;Lungi International Airport;861644;-131955;84;AF;SL;SL-N;Freetown (Lungi-Town);yes;GFLL;FNA;;http://www.freetownairport.com/;https://en.wikipedia.org/wiki/Lungi_International_Airport;
32689;GFYE;medium_airport;Yengema Airport;8,61047E+15;-1,10454E+15;1300;AF;SL;SL-E;Yengema;yes;GFYE;WYE;;;https://en.wikipedia.org/wiki/Yengema_Airport;
3097;GGOV;medium_airport;Osvaldo Vieira International Airport;1,18948E+16;-1,56537E+15;129;AF;GW;GW-BS;Bissau;yes;GGOV;OXB;;;https://en.wikipedia.org/wiki/Osvaldo_Vieira_International_Airport;
3098;GLMR;medium_airport;Spriggs Payne Airport;6,28906E+15;-1,07587E+16;25;AF;LR;LR-MO;Monrovia;yes;GLMR;MLW;;;https://en.wikipedia.org/wiki/Spriggs_Payne_Airport;
3099;GLRB;large_airport;Roberts International Airport;623379;-103623;31;AF;LR;LR-MG;Monrovia;yes;GLRB;ROB;;;https://en.wikipedia.org/wiki/Roberts_International_Airport;
3101;GMAD;medium_airport;Al Massira Airport;30322478;-9412003;250;AF;MA;MA-AGD;Agadir (Temsia);yes;GMAD;AGA;;;https://en.wikipedia.org/wiki/Al_Massira_Airport;
3102;GMAT;medium_airport;Tan Tan Airport;2,84482E+16;-1,11613E+16;653;AF;MA;MA-TNT;Tan Tan;yes;GMAT;TTA;;;https://en.wikipedia.org/wiki/Tan_Tan_Airport;Plage Blanche Airport
300605;GMFB;medium_airport;Bouarfa Airport;3,25143E+11;-1,98306E+11;3630;AF;MA;MA-FIG;Bouarfa;no;GMFB;UAR;;;;
3103;GMFF;medium_airport;Fes Saïss International Airport;33927299;-497796;1900;AF;MA;MA-FES;Saïss;yes;GMFF;FEZ;;;https://en.wikipedia.org/wiki/Sa%C3%AFss_Airport;
3105;GMFK;medium_airport;Moulay Ali Cherif Airport;3,19475E+11;-4,39833E+11;3428;AF;MA;MA-ERR;Errachidia;yes;GMFK;ERH;;;https://en.wikipedia.org/wiki/Moulay_Ali_Cherif_Airport;
3106;GMFM;medium_airport;Bassatine Airport;3,38791E+15;-5,51512E+15;1890;AF;MA;MA-MEK;Meknes;no;GMFM;MEK;;;;
3107;GMFO;medium_airport;Oujda Angads Airport;34789558;-1926041;1535;AF;MA;MA-OUJ;Ahl Angad;yes;GMFO;OUD;;;https://en.wikipedia.org/wiki/Angads_Airport;Oujda Airfield
3108;GMMA;medium_airport;Smara Airport;26731987;-11683655;350;AF;EH;EH-U-A;Smara;yes;GMMA;SMW;;;https://en.wikipedia.org/wiki/Smara_Airport;GSMA, Semara
3109;GMME;medium_airport;Rabat-Salé Airport;34051498;-675152;276;AF;MA;MA-RBA;Rabat;yes;GMME;RBA;;;https://en.wikipedia.org/wiki/Sale_Airport;
3110;GMMH;medium_airport;Dakhla Airport;237183;-15932;36;AF;EH;EH-U-A;Dakhla;yes;GMMH;VIL;;;https://en.wikipedia.org/wiki/Dakhla_Airport;GSVO, Villa Cisneros, Dajla, Oued Ed-Dahab
3111;GMMI;medium_airport;Essaouira-Mogador Airport;31397499;-968167;384;AF;MA;MA-ESI;Essaouira;yes;GMMI;ESU;;;https://en.wikipedia.org/wiki/Essaouira-Mogador_Airport;
3112;GMML;medium_airport;Hassan I Airport;27142467;-13224947;207;AF;EH;EH-U-A;El Aaiún;yes;GMML;EUN;;;https://en.wikipedia.org/wiki/Hassan_Airport;GSAI, Laâyoune
3113;GMMN;large_airport;Mohammed V International Airport;3,33675E+15;-7,58997E+15;656;AF;MA;MA-CAS;Casablanca;yes;GMMN;CMN;;http://www.onda.ma/ONDA/Fr/Espaces/EspacePassagers/LeReseauAeroportuaireONDA/Lesaeroports/Fiches+d%E2%80%99identit%C3%A9+par+a%C;https://en.wikipedia.org/wiki/Mohammed_V_International_Airport;CAS, Casabianca, Nouasseur
3114;GMMW;medium_airport;Nador Al Aaroui International Airport;349888;-302821;574;AF;MA;MA-NAD;Al Aaroui;yes;GMMW;NDR;;;https://en.wikipedia.org/wiki/Nador_International_Airport;Al Aroui International Airport, Arwi
3115;GMMX;medium_airport;Menara Airport;3,16069E+16;-8,0363E+11;1545;AF;MA;MA-MAR;Marrakech;yes;GMMX;RAK;;;https://en.wikipedia.org/wiki/Menara_International_Airport;Marakesh, Marrakesh
3116;GMMY;medium_airport;Kenitra Air Base;34298901;-659588;16;AF;MA;MA-KEN;Kenitra;no;GMMY;NNA;;;https://en.wikipedia.org/wiki/Kenitra_Air_Base;Craw Field, Naval Air Station Port Lyautey
3117;GMMZ;medium_airport;Ouarzazate Airport;3,09391E+11;-6,90943E+15;3782;AF;MA;MA-OUA;Ouarzazate;yes;GMMZ;OZZ;;;https://en.wikipedia.org/wiki/Ouarzazate_Airport;
319715;GMQ;medium_airport;Golog Maqên Airport;34418066;100301144;12426;AS;CN;CN-63;Golog (Maqên);yes;ZLGL;GMQ;;;https://en.wikipedia.org/wiki/Golog_Maqin_Airport;Guoluo Maqin, Maqên, Maqin
3119;GMTA;medium_airport;Cherif Al Idrissi Airport;3,51771E+16;-3,83952E+14;95;AF;MA;MA-HOC;Al Hoceima;yes;GMTA;AHU;;;https://en.wikipedia.org/wiki/Cherif_Al_Idrissi_Airport;
3120;GMTN;medium_airport;Sania Ramel Airport;35594299;-532002;10;AF;MA;MA-TET;Tétouan;no;GMTN;TTU;;;https://en.wikipedia.org/wiki/Sania_Ramel_Airport;Saniat R'mel, Saniet R'mel
3121;GMTT;medium_airport;Tangier Ibn Battuta Airport;35731741;-5921459;62;AF;MA;MA-TNG;Tangier;yes;GMTT;TNG;;;https://en.wikipedia.org/wiki/Tangier_Ibn_Battouta_Airport;Tanger-Boukhalef Airport, Aéroport de Tanger-Ibn Battouta
325736;GOBD;large_airport;Blaise Diagne International Airport;1467;-17073333;290;AF;SN;SN-DK;Dakar;yes;GOBD;DSS;;http://www.dakaraeroport.com/;https://en.wikipedia.org/wiki/Blaise_Diagne_International_Airport;dakar,new dakar airport, dakar airport, diass airport
3122;GOGG;medium_airport;Ziguinchor Airport;125556;-16281799;75;AF;SN;SN-ZG;Ziguinchor;yes;GOGG;ZIG;;;https://en.wikipedia.org/wiki/Ziguinchor_Airport;Basse Casamance
3123;GOGS;medium_airport;Cap Skirring Airport;1239533;-16748;52;AF;SN;SN-ZG;Cap Skirring;yes;GOGS;CSK;;;https://en.wikipedia.org/wiki/Cap_Skirring_Airport;
3124;GOOK;medium_airport;Kaolack Airport;1,41469E+16;-1,60513E+16;26;AF;SN;SN-FK;Kaolack;no;GOOK;KLC;;;https://en.wikipedia.org/wiki/Kaolack_Airport;
3125;GOOY;medium_airport;Léopold Sédar Senghor International Airport;147397;-174902;85;AF;SN;SN-DK;Dakar;no;GOOY;DKR;;http://www.aeroportdakar.com/;https://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport;Yoff
31879;GOSM;medium_airport;Ouro Sogui Airport;155936;-133228;85;AF;SN;SN-MT;Ouro Sogui;yes;GOSM;MAX;;;https://en.wikipedia.org/wiki/Ouro_Sogui_Airport;
3126;GOSS;medium_airport;Saint Louis Airport;16049814;-16461039;9;AF;SN;SN-SL;Saint Louis;yes;GOSS;XLS;;;https://en.wikipedia.org/wiki/Saint_Louis_Airport;
3127;GOTB;medium_airport;Bakel Airport;1,48473E+16;-1,24683E+16;98;AF;SN;SN-TC;Bakel;no;GOTB;BXE;;;https://en.wikipedia.org/wiki/Bakel_Airport;
3128;GOTK;medium_airport;Kédougou Airport;1,25723E+15;-1,22203E+15;584;AF;SN;SN-TC;Kédougou;no;GOTK;KGG;;;https://en.wikipedia.org/wiki/K%C3%A9dougou_Airport;
3129;GOTT;medium_airport;Tambacounda Airport;1,37368E+16;-1,36531E+15;161;AF;SN;SN-TC;Tambacounda;yes;GOTT;TUD;;;https://en.wikipedia.org/wiki/Tambacounda_Airport;
323315;GQNO;large_airport;Nouakchott–Oumtounsy International Airport;1831;-159697222;9;AF;MR;MR-NKC;Nouakchott;yes;GQNO;NKC;;;https://en.wikipedia.org/wiki/Nouakchott%E2%80%93Oumtounsy_International_Airport;Nouakchott,Oumtounsy
3137;GQPA;medium_airport;Atar International Airport;2,05068E+16;-1,30432E+15;734;AF;MR;MR-07;Atar;no;GQPA;ATR;;;https://en.wikipedia.org/wiki/Atar_International_Airport;
3138;GQPP;medium_airport;Nouadhibou International Airport;2,09331E+14;-1,703E+16;24;AF;MR;MR-08;Nouadhibou;yes;GQPP;NDB;;;https://en.wikipedia.org/wiki/Nouadhibou_International_Airport;
3146;GUCY;medium_airport;Conakry International Airport;957689;-13612;72;AF;GN;GN-C;Conakry;yes;GUCY;CKY;;http://www.aeroport-conakry.com/aeroport_international_de_conakry.php;https://en.wikipedia.org/wiki/Conakry_International_Airport;Gbessia International Airport
3150;GVAC;large_airport;Amílcar Cabral International Airport;167414;-229494;177;AF;CV;CV-B;Espargos;yes;GVAC;SID;;;https://en.wikipedia.org/wiki/Am%C3%ADlcar_Cabral_International_Airport;Sal Island
3151;GVBA;medium_airport;Rabil Airport;1,61365E+16;-2,28889E+16;69;AF;CV;CV-B;Rabil;yes;GVBA;BVC;;;https://en.wikipedia.org/wiki/Rabil_Airport;Boa Vista Island
3152;GVMA;medium_airport;Maio Airport;1,51559E+16;-2,32137E+16;36;AF;CV;CV-S;Vila do Maio;yes;GVMA;MMO;;;https://en.wikipedia.org/wiki/Maio_Airport;Maio Island
3153;GVNP;medium_airport;Praia International Airport;1,49245E+16;-2,34935E+16;230;AF;CV;CV-S;Praia;yes;GVNP;RAI;;;https://en.wikipedia.org/wiki/Francisco_Mendes_International_Airport;Santiago Island
3154;GVSN;medium_airport;Preguiça Airport;16588852;-24284132;669;AF;CV;CV-B;Preguiça;yes;GVSN;SNE;;;https://en.wikipedia.org/wiki/Pregui%C3%A7a_Airport;Sao Nicolau Island
3155;GVSV;medium_airport;São Pedro Airport;168332;-250553;66;AF;CV;CV-B;São Pedro;yes;GVSV;VXE;;;https://en.wikipedia.org/wiki/S%C3%A3o_Pedro_Airport;São Vicente Island
3157;HAAB;large_airport;Addis Ababa Bole International Airport;897789;38799301;7630;AF;ET;ET-AA;Addis Ababa;yes;HAAB;ADD;;http://www.ethiopianairports.com;https://en.wikipedia.org/wiki/Bole_International_Airport;Haile Selassie I, Bole International Airport
3159;HAAM;medium_airport;Arba Minch Airport;6,03939E+16;3,75905E+15;3901;AF;ET;ET-SN;;yes;HAAM;AMH;;;https://en.wikipedia.org/wiki/Arba_Minch_Airport;Gantar,Minghi
3160;HAAX;medium_airport;Axum Airport;141468;387728;6959;AF;ET;ET-TI;Axum;yes;HAAX;AXU;;;https://en.wikipedia.org/wiki/Axum_Airport;Aksum, Emperor Yohannes IV Airport
3161;HABD;medium_airport;Bahir Dar Airport;116081;37321602;5978;AF;ET;ET-AM;Bahir Dar;yes;HABD;BJR;;;https://en.wikipedia.org/wiki/Bahir_Dar_Airport;Dejazmach Belay Zeleke
3162;HADR;medium_airport;Aba Tenna Dejazmach Yilma International Airport;9,6247E+15;4,18542E+15;3827;AF;ET;ET-DD;Dire Dawa;yes;HADR;DIR;;;https://en.wikipedia.org/wiki/Aba_Tenna_Dejazmach_Yilma_International_Airport;
3163;HAGM;medium_airport;Gambela Airport;812876;34563099;1614;AF;ET;ET-GA;Gambela;yes;HAGM;GMB;;;https://en.wikipedia.org/wiki/Gambela_Airport;Gambela National Park
3164;HAGN;medium_airport;Gondar Airport;125199;37433998;6449;AF;ET;ET-AM;Azezo;yes;HAGN;GDQ;;;https://en.wikipedia.org/wiki/Gondar_Airport;Atse Tewodros,, Emperor Tewodros
3165;HAGO;medium_airport;Gode Airport;5,93513E+11;4,35786E+11;834;AF;ET;ET-SO;Gode;yes;HAGO;GDE;;;https://en.wikipedia.org/wiki/Gode_Airport;Iddiole
300239;HAHM;medium_airport;Harar Meda Airport;87163;390059;6201;AF;ET;ET-OR;Debre Zeyit;no;HAHM;QHR;;;https://en.wikipedia.org/wiki/Harar_Meda_Airport;?????? ????
313314;HAJJ;medium_airport;Wilwal International Airport;93325;429121;5954;AF;ET;ET-SO;Jijiga;yes;HAJJ;JIJ;;;https://en.wikipedia.org/wiki/Jijiga_Airport;Garaad Wiil-Waal
3166;HAJM;medium_airport;Jimma Airport;7,66609E+14;3,68166E+15;5500;AF;ET;ET-OR;Jimma;yes;HAJM;JIM;;;https://en.wikipedia.org/wiki/Aba_Segud_Airport;
30612;HAKD;medium_airport;Kebri Dahar Airport;6732577;44241339;1800;AF;ET;ET-SO;Kebri Dahar;yes;HAKD;ABK;;;https://en.wikipedia.org/wiki/Kabri_Dar_Airport;Kabri Dar
30664;HALA;medium_airport;Hawassa International Airport;7099869;38396187;5450;AF;ET;ET-XSD;Hawassa;no;HALA;AWA;;;https://en.wikipedia.org/wiki/Awasa_Airport;Awasa
3168;HAMK;medium_airport;Mekele Airport;1,34674E+16;3,95335E+15;7396;AF;ET;ET-TI;;no;HAMK;MQX;;;https://en.wikipedia.org/wiki/Alula_Aba_Airport;
3169;HASO;medium_airport;Asosa Airport;1,00185E+16;3,45863E+16;5100;AF;ET;ET-BE;Asosa;yes;HASO;ASO;;;https://en.wikipedia.org/wiki/Asosa_Airport;
3170;HBBA;medium_airport;Bujumbura Melchior Ndadaye International Airport;-332402;29318501;2582;AF;BI;BI-BM;Bujumbura;yes;HBBA;BJM;;;https://en.wikipedia.org/wiki/Bujumbura_International_Airport;
3171;HCMH;medium_airport;Egal International Airport;9513207;44082389;4471;AF;SO;SO-WO;Hargeisa;yes;HCMH;HGA;;;https://en.wikipedia.org/wiki/Hargeisa_International_Airport;Madaarka Caalamiga a ee Cigaal, ???? ?????? ????? ????????)
3172;HCMI;medium_airport;Berbera Airport;10385035;44936723;30;AF;SO;SO-WO;Berbera;yes;HCMI;BBO;;;https://en.wikipedia.org/wiki/Berbera_Airport;
3173;HCMK;medium_airport;Kismayo Airport;-377353;42459202;49;AF;SO;SO-JH;Kismayo;no;HCMK;KMU;;;https://en.wikipedia.org/wiki/Kismayo_Airport;Kisimayu, ??????? ??????
31899;HCMM;medium_airport;Aden Adde International Airport;2,01444E+16;4,53047E+14;29;AF;SO;SO-BN;Mogadishu;yes;HCMM;MGQ;;;https://en.wikipedia.org/wiki/Aden_Adde_International_Airport;HCCM
3174;HDAM;large_airport;Djibouti-Ambouli Airport;115473;431595;49;AF;DJ;DJ-DJ;Djibouti City;yes;HDAM;JIB;;;https://en.wikipedia.org/wiki/Djibouti-Ambouli_International_Airport;Camp Lemonnier
42471;HE16;medium_airport;Birma Air Base;30836599;30936001;;AF;EG;EG-GH;Tanta;no;HE16;;;;;
2368;HE28;medium_airport;Gebel El Basur Air Base;30540501;305602;85;AF;EG;EG-BH;Markaz Ad Delingat;no;;;;;;
2372;HE32;medium_airport;Al Mansurah Airbase;309676;314342;13;AF;EG;EG-DK;Mansoura;no;;;;;;
2375;HE35;medium_airport;Abu Suwayr Air Base;3,05727E+15;3,20953E+16;49;AF;EG;EG-IS;Abu Suwayr;no;;;;;;
2376;HE36;medium_airport;Jafjafa Well Airfield;30420182;33163594;1024;AF;EG;EG-SIN;El Hassana;no;;;;;https://en.wikipedia.org/wiki/Bir_Gifgafa_Airfield;
2377;HE37;medium_airport;Bilbeis Air Base;30394899;316014;90;AF;EG;EG-SHR;Bilbeis;no;;;;;https://en.wikipedia.org/wiki/Egyptian_Air_Academy;Bilbays, Belbeis
2382;HE42;medium_airport;Quesna Airport;30579;311292;33;AF;EG;EG-MNF;Quesna;no;;;;;;Quweisna, ??????
3175;HEAL;medium_airport;El Alamein International Airport;30930326;28463076;154;AF;EG;EG-MT;El Alamein;yes;HEAL;DBB;;;https://en.wikipedia.org/wiki/El_Alamein_International_Airport;Al Alamain, Al Alamayn, ????????
3176;HEAR;medium_airport;El Arish International Airport;31078565;33836791;118;AS;EG;EG-SIN;El Arish;yes;HEAR;AAC;;;https://en.wikipedia.org/wiki/El_Arish_International_Airport;
3177;HEAT;medium_airport;Asyut International Airport;27050818;31016309;748;AF;EG;EG-AST;Asyut;yes;HEAT;ATZ;;;https://en.wikipedia.org/wiki/Assiut_Airport;Asyut
3179;HEAZ;medium_airport;Almaza Air Force Base;30102644;31363016;236;AF;EG;EG-C;Cairo;no;HEAZ;;;;;
3180;HEBA;medium_airport;Borj El Arab International Airport;3093249;29696437;171;AF;EG;EG-ALX;Alexandria;yes;HEBA;HBE;;;https://en.wikipedia.org/wiki/Borg_El_Arab_Airport;
3181;HEBL;medium_airport;Abu Simbel Airport;22367657;31609962;614;AF;EG;EG-ASN;Abu Simbel;yes;HEBL;ABS;;;https://en.wikipedia.org/wiki/Abu_Simbel_Airport;
3182;HEBS;medium_airport;Bani Sweif Air Base;2920224;31013471;102;AF;EG;EG-BNS;Bani Sweif;no;HEBS;;;;;
3183;HECA;large_airport;Cairo International Airport;30111534;31396694;322;AF;EG;EG-C;Cairo;yes;HECA;CAI;;;https://en.wikipedia.org/wiki/Cairo_International_Airport;
